Wavenumber,Calcite_01,Calcite_02,Calcite_03,Calcite_04,Calcite_05,Calcite_06,Calcite_07,Calcite_08,Calcite_09,Calcite_10,Calcite_11,Calcite_12,Calcite_13,Calcite_14,Calcite_15,Calcite_16,Calcite_17,Calcite_18,Calcite_19,Calcite_20,Quartz_01,Quartz_02,Quartz_03,Quartz_04,Quartz_05,Quartz_06,Quartz_07,Quartz_08,Quartz_09,Quartz_10,Quartz_11,Quartz_12,Quartz_13,Quartz_14,Quartz_15,Quartz_16,Quartz_17,Quartz_18,Quartz_19,Quartz_20,TiO2_Anatase_01,TiO2_Anatase_02,TiO2_Anatase_03,TiO2_Anatase_04,TiO2_Anatase_05,TiO2_Anatase_06,TiO2_Anatase_07,TiO2_Anatase_08,TiO2_Anatase_09,TiO2_Anatase_10,TiO2_Anatase_11,TiO2_Anatase_12,TiO2_Anatase_13,TiO2_Anatase_14,TiO2_Anatase_15,TiO2_Anatase_16,TiO2_Anatase_17,TiO2_Anatase_18,TiO2_Anatase_19,TiO2_Anatase_20
1855.315871,0.001233,0.004883,0.000000,0.005471,0.000000,0.022438,0.016033,0.000000,0.016349,0.033639,0.010854,0.000000,0.000000,0.000000,0.029649,0.006348,0.037228,0.019591,0.006970,0.002702,0.000000,0.002453,0.009216,0.022051,0.053806,0.000000,0.013818,0.000000,0.033891,0.000000,0.050425,0.000000,0.019204,0.013935,0.038839,0.013447,0.020655,0.017312,0.000000,0.013351,0.001683,0.000901,0.003813,0.000000,0.024671,0.047840,0.004546,0.027141,0.003825,0.015466,0.000000,0.030546,0.035475,0.017812,0.000000,0.000000,0.004495,0.012184,0.006773,0.000000
1860.246533,0.000000,0.013861,0.032365,0.003608,0.000000,0.002496,0.001047,0.033040,0.000000,0.010053,0.007271,0.000000,0.012964,0.057267,0.017406,0.000000,0.000000,0.024594,0.015817,0.017213,0.000000,0.001632,0.048422,0.016760,0.035417,0.003007,0.038370,0.000000,0.009463,0.015947,0.000000,0.001718,0.019760,0.017434,0.000000,0.021699,0.016128,0.001147,0.032145,0.000000,0.033201,0.042340,0.013838,0.015446,0.000000,0.032255,0.000000,0.000000,0.026468,0.015686,0.018677,0.002812,0.022430,0.020579,0.000000,0.035876,0.000000,0.045547,0.012836,0.035377
1865.177196,0.007210,0.022765,0.020150,0.047560,0.000000,0.009157,0.000000,0.007212,0.000000,0.003339,0.000000,0.000000,0.000000,0.001926,0.015340,0.000000,0.019530,0.011589,0.014186,0.029672,0.000000,0.000000,0.000000,0.002560,0.008250,0.004666,0.000000,0.000000,0.030262,0.016504,0.016284,0.000000,0.005001,0.010994,0.000000,0.000000,0.000000,0.034706,0.025432,0.000000,0.000000,0.005804,0.015593,0.031279,0.025609,0.006530,0.000000,0.000000,0.019368,0.000000,0.031892,0.018690,0.005912,0.002435,0.025164,0.029482,0.000000,0.019413,0.000000,0.010813
1870.107858,0.000000,0.000000,0.000000,0.012702,0.000000,0.002361,0.008126,0.040969,0.003614,0.035855,0.003394,0.014772,0.018914,0.015953,0.039098,0.002149,0.010460,0.057308,0.036014,0.007588,0.029289,0.000000,0.000000,0.005603,0.008742,0.000000,0.000000,0.015417,0.012103,0.008177,0.007901,0.000000,0.028718,0.000000,0.033444,0.005936,0.000829,0.004697,0.025519,0.021110,0.012252,0.009918,0.000000,0.049634,0.018107,0.000000,0.004976,0.017965,0.001889,0.000000,0.000000,0.014817,0.033049,0.035691,0.023309,0.028171,0.015141,0.000000,0.079298,0.041741
1875.038521,0.000000,0.000000,0.019078,0.012551,0.000352,0.000000,0.000000,0.005186,0.000000,0.017172,0.024227,0.013589,0.014281,0.030442,0.036994,0.000000,0.002256,0.034951,0.013953,0.000000,0.001873,0.014386,0.005183,0.009549,0.021497,0.018431,0.035571,0.000000,0.012234,0.033158,0.043094,0.029629,0.008619,0.037046,0.017073,0.000000,0.006614,0.009529,0.013009,0.051365,0.000000,0.002319,0.000000,0.000000,0.000000,0.022754,0.034296,0.008354,0.026531,0.000664,0.031545,0.010176,0.000000,0.007852,0.005435,0.030189,0.021755,0.000000,0.015291,0.016707
1879.969183,0.015608,0.000000,0.000000,0.044209,0.000000,0.000000,0.009216,0.000000,0.017029,0.023990,0.000000,0.030868,0.015230,0.000000,0.017168,0.017067,0.000000,0.055082,0.048937,0.000000,0.029841,0.011115,0.009320,0.000000,0.010690,0.026190,0.023181,0.000000,0.020208,0.006720,0.044959,0.010798,0.000000,0.030971,0.000000,0.000000,0.000000,0.001862,0.038116,0.016183,0.009562,0.000000,0.009155,0.009078,0.033786,0.017256,0.000000,0.001449,0.000000,0.012824,0.026434,0.006278,0.023971,0.000000,0.014318,0.036860,0.002879,0.002905,0.000000,0.000000
1884.899846,0.012935,0.000000,0.000000,0.037469,0.000000,0.019379,0.022172,0.024014,0.000000,0.001072,0.006024,0.004159,0.021884,0.000000,0.006076,0.033242,0.036599,0.014372,0.034921,0.014062,0.000000,0.027181,0.001414,0.027306,0.018524,0.000000,0.004276,0.020006,0.021883,0.026856,0.009339,0.010054,0.029372,0.000000,0.011198,0.024733,0.002033,0.029106,0.000000,0.016881,0.000000,0.031747,0.011595,0.028547,0.011589,0.007452,0.000000,0.000000,0.004996,0.007404,0.051820,0.000000,0.004988,0.040586,0.006536,0.032537,0.000000,0.005267,0.000000,0.002781
1889.830508,0.000000,0.000696,0.000000,0.027544,0.000000,0.033057,0.017613,0.002209,0.000000,0.033135,0.000000,0.000000,0.013301,0.000000,0.059798,0.005965,0.000000,0.014954,0.007097,0.000101,0.006641,0.005637,0.000000,0.017824,0.034195,0.008126,0.010894,0.008132,0.025128,0.029481,0.020242,0.010301,0.000000,0.000000,0.016288,0.004077,0.000000,0.031324,0.000000,0.022073,0.008552,0.000000,0.005153,0.012155,0.005795,0.024938,0.019184,0.000000,0.031708,0.022654,0.002532,0.025754,0.022854,0.021412,0.013393,0.026428,0.008613,0.000000,0.041466,0.020550
1894.761171,0.000000,0.046784,0.000000,0.010794,0.038872,0.000000,0.000000,0.004593,0.020713,0.000000,0.016497,0.000000,0.000000,0.000000,0.047823,0.039680,0.000000,0.026474,0.031882,0.000000,0.000103,0.000000,0.000000,0.004411,0.025015,0.000000,0.032059,0.015628,0.011172,0.016240,0.034046,0.004899,0.008642,0.042033,0.000000,0.040003,0.000000,0.045563,0.032902,0.000000,0.000000,0.000728,0.000000,0.000000,0.060212,0.015323,0.000000,0.000000,0.061513,0.000000,0.052576,0.020142,0.036473,0.041434,0.032372,0.030635,0.000000,0.010262,0.018619,0.005321
1899.691834,0.000000,0.000000,0.000000,0.060389,0.000000,0.000000,0.000000,0.037094,0.026242,0.015990,0.000000,0.012182,0.012747,0.000000,0.025158,0.000000,0.026759,0.010955,0.000000,0.009743,0.003575,0.000000,0.000755,0.000000,0.037953,0.008341,0.000000,0.005866,0.000000,0.006545,0.026884,0.004984,0.010693,0.003866,0.004697,0.018629,0.008882,0.017230,0.025413,0.031382,0.032497,0.000000,0.008745,0.029344,0.041939,0.020721,0.046105,0.000000,0.000000,0.001147,0.021018,0.021335,0.000000,0.025608,0.029368,0.026421,0.018524,0.022586,0.025830,0.011008
1904.622496,0.000000,0.029970,0.000000,0.025153,0.000000,0.033735,0.001254,0.004165,0.018932,0.000000,0.000000,0.028140,0.027364,0.000000,0.017330,0.020756,0.009034,0.013168,0.041492,0.030640,0.021458,0.008384,0.000000,0.031286,0.008081,0.000000,0.035089,0.015749,0.009370,0.023354,0.022511,0.000000,0.015422,0.018255,0.041470,0.000000,0.007992,0.006915,0.038341,0.000817,0.048760,0.000351,0.000000,0.000000,0.048854,0.005675,0.008341,0.000649,0.000000,0.000000,0.026252,0.016746,0.026627,0.036999,0.055533,0.023354,0.000000,0.000000,0.026715,0.024798
1909.553159,0.011682,0.000000,0.006860,0.027973,0.007559,0.000000,0.000002,0.029845,0.023955,0.002384,0.000000,0.006930,0.004738,0.029381,0.028011,0.000000,0.041862,0.000000,0.023735,0.026218,0.000000,0.001426,0.000000,0.000000,0.005031,0.000000,0.009294,0.009987,0.000000,0.018135,0.035233,0.000000,0.000000,0.001400,0.020953,0.000000,0.000000,0.048039,0.015454,0.012616,0.025189,0.002869,0.001218,0.030073,0.053248,0.007088,0.021371,0.000000,0.015720,0.009215,0.035072,0.024651,0.013101,0.049876,0.041828,0.022352,0.000000,0.024451,0.018347,0.000000
1914.483821,0.040858,0.023726,0.000000,0.015095,0.013350,0.044967,0.022143,0.008862,0.013464,0.023150,0.043665,0.000000,0.007233,0.019167,0.024274,0.009024,0.037931,0.024519,0.023511,0.009961,0.020992,0.042385,0.000000,0.000000,0.000000,0.004166,0.024530,0.000000,0.009980,0.021257,0.051709,0.001303,0.000887,0.024674,0.035497,0.000000,0.043098,0.010731,0.012754,0.000000,0.028284,0.001969,0.023189,0.011651,0.000000,0.017191,0.015540,0.000000,0.016420,0.000000,0.061118,0.007202,0.010648,0.025421,0.022951,0.016651,0.026286,0.018348,0.032635,0.005755
1919.414484,0.004122,0.012635,0.014012,0.000000,0.010969,0.008573,0.000000,0.000000,0.019167,0.006118,0.000000,0.005818,0.000000,0.006773,0.044384,0.000856,0.020455,0.010063,0.000000,0.048170,0.020214,0.047319,0.029719,0.029883,0.000000,0.000000,0.011562,0.012276,0.000623,0.000000,0.020197,0.005743,0.015369,0.005698,0.014603,0.029907,0.000614,0.033752,0.036114,0.000000,0.018134,0.037398,0.000000,0.012453,0.054916,0.004206,0.000000,0.034083,0.025893,0.025303,0.037952,0.002406,0.000000,0.039477,0.012501,0.025255,0.013126,0.012997,0.062290,0.000000
1924.345146,0.000000,0.017362,0.000000,0.000000,0.000000,0.000000,0.000000,0.018130,0.021123,0.006215,0.000000,0.005507,0.026735,0.006676,0.005540,0.002857,0.012269,0.022201,0.062714,0.000066,0.008240,0.034735,0.013843,0.015663,0.012738,0.019358,0.067688,0.002318,0.029768,0.018565,0.000000,0.000000,0.028875,0.008877,0.005110,0.024264,0.016429,0.050386,0.025255,0.000000,0.008093,0.000000,0.009404,0.000131,0.003792,0.000000,0.015627,0.000000,0.022373,0.000000,0.053352,0.025976,0.013728,0.010367,0.034154,0.034538,0.052239,0.032450,0.012440,0.015354
1929.275809,0.000000,0.028726,0.000000,0.025645,0.020594,0.025418,0.015490,0.000000,0.012595,0.028404,0.009987,0.001759,0.000000,0.000000,0.023349,0.017622,0.021451,0.003691,0.011633,0.012789,0.009542,0.000000,0.038917,0.000000,0.022102,0.000000,0.001483,0.004211,0.000000,0.038862,0.016352,0.010247,0.016038,0.000176,0.020895,0.070655,0.008791,0.035845,0.000000,0.000000,0.005656,0.005665,0.027462,0.008094,0.003740,0.000000,0.000000,0.023940,0.041756,0.027560,0.021233,0.025160,0.013413,0.028272,0.021902,0.019765,0.000000,0.031931,0.022412,0.027475
1934.206471,0.000000,0.050149,0.000000,0.025421,0.000000,0.038200,0.000000,0.031154,0.006473,0.012978,0.005888,0.000000,0.000000,0.018750,0.008921,0.000000,0.000000,0.000000,0.013724,0.000000,0.004412,0.000000,0.000000,0.000000,0.017357,0.000000,0.032216,0.013554,0.050911,0.005151,0.017634,0.008395,0.014414,0.052004,0.000000,0.043567,0.000000,0.000000,0.039150,0.004981,0.000000,0.021090,0.019245,0.031347,0.028300,0.015066,0.000496,0.001839,0.047004,0.028443,0.032820,0.028381,0.016724,0.000000,0.021397,0.019921,0.033235,0.000000,0.033860,0.012289
1939.137134,0.000000,0.022090,0.000000,0.014096,0.000000,0.000000,0.000000,0.026346,0.007913,0.036590,0.031117,0.000000,0.000000,0.013901,0.046610,0.008911,0.010872,0.016711,0.037140,0.028093,0.020257,0.002849,0.006870,0.000000,0.021141,0.006851,0.000000,0.000000,0.009123,0.012760,0.011807,0.016535,0.003157,0.064101,0.022051,0.012580,0.016181,0.003353,0.003237,0.039272,0.000000,0.003883,0.000000,0.017091,0.016134,0.000000,0.004651,0.000000,0.024830,0.000000,0.036113,0.026324,0.011906,0.018480,0.029895,0.052703,0.015010,0.010756,0.028953,0.000000
1944.067797,0.000000,0.020872,0.000000,0.000000,0.000000,0.035820,0.033088,0.010220,0.048654,0.000000,0.000000,0.000000,0.000000,0.000000,0.055602,0.000000,0.010456,0.028669,0.012877,0.011987,0.009287,0.000000,0.001386,0.000000,0.057897,0.000606,0.013324,0.000000,0.000000,0.006013,0.030488,0.000000,0.018614,0.023290,0.009888,0.000000,0.023710,0.008002,0.038221,0.017339,0.024294,0.001926,0.000000,0.032729,0.052657,0.000000,0.008599,0.000000,0.000000,0.006686,0.000000,0.000000,0.000000,0.005683,0.016844,0.054813,0.041341,0.016129,0.046536,0.005114
1948.998459,0.002308,0.001162,0.000000,0.000000,0.000696,0.002713,0.029064,0.020092,0.005627,0.024578,0.000000,0.018919,0.002543,0.009993,0.021562,0.008970,0.000000,0.000000,0.000821,0.000000,0.000000,0.032050,0.006219,0.003998,0.001545,0.005617,0.026738,0.029830,0.022853,0.026172,0.031118,0.000000,0.000000,0.031035,0.010162,0.000000,0.004009,0.036815,0.025964,0.002283,0.002372,0.046511,0.000000,0.023086,0.016075,0.000000,0.019299,0.000000,0.007921,0.012511,0.024591,0.000000,0.041926,0.000000,0.005694,0.024637,0.038401,0.000000,0.028045,0.005258
1953.929122,0.000000,0.029231,0.004969,0.012659,0.015512,0.034552,0.013613,0.019300,0.001131,0.023512,0.000000,0.004795,0.028808,0.002818,0.032979,0.014085,0.012399,0.000000,0.028662,0.000000,0.010956,0.009086,0.001284,0.053894,0.016403,0.000000,0.000000,0.041642,0.024038,0.000000,0.034166,0.023454,0.029942,0.029383,0.010644,0.000000,0.012891,0.008182,0.032921,0.019487,0.016892,0.025461,0.020247,0.005853,0.033981,0.022280,0.005322,0.001387,0.015911,0.001522,0.024230,0.006596,0.011973,0.032356,0.026120,0.009205,0.000000,0.000000,0.014840,0.022000
1958.859784,0.020230,0.014351,0.015816,0.000000,0.013894,0.000969,0.007130,0.004199,0.000000,0.000000,0.008554,0.000000,0.020530,0.000000,0.048636,0.000000,0.000000,0.002342,0.000000,0.046401,0.024874,0.000000,0.002930,0.060485,0.012530,0.000000,0.000000,0.002464,0.022962,0.039093,0.026822,0.000000,0.035748,0.019729,0.000000,0.006193,0.055335,0.035676,0.040824,0.002196,0.000000,0.000000,0.000000,0.007833,0.022275,0.000000,0.025680,0.000000,0.008808,0.012736,0.030934,0.051886,0.036600,0.021222,0.010546,0.048324,0.000000,0.003647,0.036694,0.024623
1963.790447,0.019340,0.033805,0.015365,0.034838,0.002266,0.000000,0.000000,0.025296,0.004820,0.000000,0.008183,0.001311,0.031402,0.000000,0.017995,0.000000,0.024059,0.003330,0.030297,0.027236,0.014782,0.006817,0.000000,0.006089,0.005044,0.012750,0.014462,0.029265,0.054274,0.019626,0.023146,0.017725,0.018126,0.018149,0.040409,0.000000,0.000000,0.025940,0.004834,0.032197,0.051700,0.016159,0.000000,0.013628,0.009387,0.000000,0.010391,0.027665,0.034685,0.000000,0.049711,0.029931,0.010081,0.029013,0.004847,0.000000,0.001831,0.000000,0.000000,0.021189
1968.721109,0.019737,0.018091,0.000000,0.039453,0.019469,0.016892,0.012350,0.005116,0.009829,0.030270,0.021031,0.000000,0.032481,0.000000,0.006641,0.000000,0.030983,0.000000,0.019196,0.016339,0.008899,0.029210,0.001035,0.021284,0.045807,0.002577,0.030892,0.015609,0.000629,0.006396,0.001028,0.000000,0.001051,0.013527,0.000000,0.019180,0.000150,0.025000,0.034425,0.026341,0.034754,0.000000,0.000000,0.004731,0.017932,0.013180,0.000000,0.012121,0.025195,0.019760,0.032808,0.000000,0.000854,0.000000,0.027243,0.050235,0.055261,0.002128,0.023848,0.027535
1973.651772,0.000000,0.050262,0.000000,0.069676,0.004150,0.024555,0.003366,0.020322,0.000000,0.000000,0.000000,0.034679,0.000000,0.000000,0.042224,0.017036,0.000000,0.039407,0.037459,0.029829,0.011957,0.000000,0.018288,0.022921,0.020958,0.016874,0.034012,0.000000,0.020725,0.015414,0.012837,0.000000,0.042496,0.033320,0.019712,0.024124,0.014234,0.021785,0.021857,0.006123,0.008492,0.019741,0.000000,0.037832,0.015157,0.005801,0.013020,0.008742,0.018023,0.006974,0.025945,0.037013,0.038118,0.025925,0.000000,0.045444,0.022536,0.000000,0.028396,0.000000
1978.582435,0.009472,0.000000,0.000000,0.034612,0.018817,0.045623,0.006296,0.000000,0.000000,0.003186,0.000000,0.004436,0.015218,0.014690,0.032677,0.000000,0.010529,0.026017,0.000000,0.000000,0.000000,0.015700,0.000000,0.004756,0.044151,0.024393,0.000558,0.000000,0.018187,0.030765,0.003950,0.000000,0.006425,0.000000,0.000000,0.000000,0.003916,0.008824,0.018438,0.011624,0.044175,0.000000,0.011366,0.000000,0.025742,0.036653,0.000000,0.008328,0.013654,0.000000,0.022701,0.032812,0.036534,0.059411,0.000000,0.013745,0.000000,0.018146,0.056777,0.000000
1983.513097,0.000000,0.013685,0.013357,0.008179,0.000000,0.038940,0.000000,0.011113,0.010788,0.025357,0.000000,0.000000,0.032742,0.012979,0.019888,0.015129,0.035653,0.000000,0.039724,0.000000,0.000476,0.000000,0.000000,0.000000,0.001377,0.000000,0.019056,0.003724,0.003409,0.017222,0.024385,0.000000,0.042790,0.005497,0.032173,0.002265,0.000000,0.046515,0.023114,0.013798,0.019522,0.026127,0.000000,0.043588,0.020337,0.004050,0.019797,0.029175,0.030332,0.000000,0.022136,0.011474,0.008562,0.032684,0.050855,0.020138,0.000000,0.000000,0.010903,0.000000
1988.443760,0.000000,0.034939,0.000000,0.003209,0.000000,0.020450,0.002129,0.016789,0.000000,0.008716,0.016726,0.014651,0.046456,0.012227,0.049972,0.000000,0.015465,0.000000,0.022243,0.000000,0.000000,0.003490,0.016200,0.026299,0.055518,0.000000,0.000000,0.001074,0.020768,0.022642,0.016861,0.000800,0.013849,0.032086,0.011804,0.000000,0.000000,0.024482,0.014129,0.000000,0.030171,0.018422,0.017432,0.000454,0.038016,0.000000,0.000000,0.008922,0.000000,0.016677,0.000000,0.031816,0.018771,0.000000,0.030448,0.003710,0.019630,0.000000,0.019277,0.030009
1993.374422,0.000000,0.012809,0.027576,0.000000,0.016670,0.003676,0.000000,0.000000,0.010157,0.023254,0.010314,0.000000,0.000000,0.003157,0.027991,0.032231,0.000000,0.014402,0.053225,0.000000,0.005318,0.000000,0.028614,0.003773,0.062594,0.000000,0.044188,0.002836,0.038098,0.032212,0.018268,0.000000,0.005089,0.000000,0.019218,0.024923,0.000000,0.049064,0.023874,0.000000,0.007453,0.017785,0.005923,0.000000,0.018084,0.014520,0.000000,0.023054,0.000000,0.000000,0.017045,0.022814,0.024328,0.033671,0.011933,0.025870,0.016438,0.000216,0.022123,0.018483
1998.305085,0.000000,0.004911,0.000000,0.008287,0.000000,0.000000,0.008027,0.001888,0.008045,0.000000,0.000000,0.010683,0.000000,0.000000,0.000000,0.000000,0.000000,0.043600,0.004926,0.007682,0.025559,0.012721,0.004477,0.015162,0.006206,0.000000,0.002678,0.006601,0.000481,0.013719,0.028057,0.034648,0.014960,0.047915,0.024441,0.000000,0.000000,0.006192,0.027512,0.010223,0.002170,0.011584,0.000088,0.012488,0.028144,0.015212,0.022962,0.000000,0.005104,0.027986,0.005029,0.019962,0.000000,0.024406,0.021714,0.002777,0.003085,0.006986,0.000000,0.000000
2003.235747,0.000000,0.014433,0.000000,0.015858,0.000000,0.002687,0.028019,0.000000,0.026279,0.020103,0.000000,0.001610,0.015082,0.043253,0.030091,0.028366,0.023290,0.022822,0.051151,0.024002,0.001796,0.009915,0.014163,0.019756,0.021773,0.000000,0.035832,0.000000,0.023741,0.024016,0.013998,0.009675,0.006583,0.015378,0.022459,0.000000,0.004919,0.000000,0.011927,0.000000,0.036187,0.015736,0.011226,0.000000,0.052125,0.015801,0.000000,0.040754,0.000000,0.021290,0.000000,0.024942,0.006890,0.009589,0.017260,0.000000,0.016180,0.000000,0.019666,0.027732
2008.166410,0.014505,0.000000,0.011434,0.036513,0.000960,0.000000,0.008868,0.022545,0.035604,0.034217,0.017506,0.000000,0.001285,0.000000,0.022848,0.000000,0.040872,0.028710,0.029961,0.032562,0.000000,0.028314,0.037374,0.000000,0.019698,0.029784,0.008164,0.024388,0.033700,0.037203,0.037468,0.000000,0.015902,0.023375,0.019360,0.000000,0.032709,0.047316,0.042669,0.012241,0.023846,0.000000,0.000000,0.042804,0.031886,0.015980,0.013372,0.000000,0.003671,0.000000,0.039176,0.040860,0.000000,0.006759,0.004675,0.025872,0.000000,0.012298,0.016655,0.007194
2013.097072,0.000000,0.021458,0.023924,0.030149,0.000000,0.003092,0.000000,0.000000,0.012172,0.020680,0.018697,0.012429,0.000000,0.028062,0.057824,0.017106,0.000000,0.000000,0.031576,0.032088,0.024092,0.019314,0.029229,0.037430,0.032156,0.008392,0.007112,0.000000,0.027433,0.020869,0.037166,0.036022,0.027871,0.043091,0.022678,0.000000,0.008083,0.001692,0.025061,0.027689,0.025522,0.012839,0.000703,0.042394,0.072553,0.048834,0.000000,0.000000,0.000000,0.000000,0.004264,0.031922,0.033143,0.024793,0.004600,0.011247,0.013893,0.000000,0.014590,0.005189
2018.027735,0.004102,0.063294,0.011516,0.029779,0.000000,0.000000,0.000000,0.017391,0.000000,0.000000,0.049829,0.000000,0.013617,0.012906,0.023735,0.004393,0.008725,0.012155,0.003700,0.062594,0.011437,0.000000,0.000000,0.008421,0.000000,0.041774,0.042133,0.000000,0.000000,0.000000,0.002984,0.024102,0.014373,0.019440,0.022370,0.000000,0.000000,0.024498,0.003875,0.008881,0.028794,0.022525,0.022920,0.038768,0.025574,0.003109,0.017804,0.000000,0.011792,0.009877,0.002564,0.000000,0.000000,0.000000,0.000000,0.020553,0.018102,0.037313,0.027055,0.000000
2022.958398,0.018237,0.040025,0.024312,0.023083,0.027812,0.011293,0.000000,0.036981,0.000000,0.026602,0.000000,0.023789,0.000000,0.007802,0.020378,0.019608,0.000000,0.000000,0.027412,0.005835,0.011072,0.000000,0.000000,0.011133,0.030646,0.000000,0.000000,0.025525,0.020911,0.024700,0.041781,0.000000,0.010858,0.022567,0.007805,0.025863,0.016533,0.015841,0.031581,0.023121,0.012923,0.019640,0.031422,0.044737,0.029170,0.016657,0.016416,0.025951,0.000709,0.025506,0.000000,0.009373,0.012504,0.040279,0.025074,0.017297,0.018583,0.013275,0.055089,0.018293
2027.889060,0.000000,0.000000,0.007794,0.031182,0.000000,0.007572,0.000000,0.015987,0.000000,0.016007,0.030612,0.002275,0.000000,0.000000,0.032013,0.007165,0.002990,0.043619,0.029511,0.014338,0.016791,0.000000,0.024297,0.000000,0.035379,0.011558,0.036316,0.022614,0.009003,0.047432,0.013508,0.000000,0.018752,0.010213,0.010817,0.018229,0.015720,0.019777,0.032760,0.043810,0.002331,0.000000,0.011223,0.035618,0.034391,0.008648,0.000000,0.038003,0.026501,0.006529,0.041828,0.044347,0.000000,0.034705,0.039970,0.008858,0.000000,0.014445,0.015087,0.021372
2032.819723,0.000000,0.003792,0.027522,0.045391,0.018667,0.054299,0.012447,0.000000,0.006327,0.000000,0.000000,0.000000,0.006709,0.002655,0.028618,0.030551,0.013630,0.018276,0.001925,0.023791,0.020739,0.000000,0.010078,0.019914,0.011562,0.006047,0.006744,0.035104,0.037809,0.005207,0.006904,0.006116,0.026169,0.029283,0.011847,0.000000,0.000000,0.016675,0.000000,0.005309,0.017574,0.022085,0.026454,0.000000,0.044285,0.000000,0.013442,0.016090,0.030856,0.007392,0.046619,0.059096,0.014341,0.031235,0.042712,0.026229,0.014929,0.007679,0.035815,0.019285
2037.750385,0.003361,0.012276,0.027814,0.000215,0.044076,0.021790,0.009613,0.011891,0.000000,0.040011,0.000000,0.000000,0.009272,0.000000,0.000000,0.019522,0.007375,0.000000,0.000000,0.000000,0.007945,0.003256,0.000000,0.025375,0.000000,0.000080,0.000000,0.011454,0.013722,0.019085,0.013998,0.022442,0.019259,0.032409,0.003290,0.000000,0.000000,0.003084,0.028789,0.038232,0.000000,0.000000,0.000000,0.025287,0.037515,0.000000,0.034893,0.048033,0.023927,0.005178,0.028314,0.000967,0.011715,0.035071,0.020435,0.005889,0.003870,0.007631,0.026915,0.010827
2042.681048,0.007262,0.037690,0.003623,0.011200,0.003194,0.000000,0.000000,0.028395,0.006989,0.000000,0.000000,0.028432,0.018084,0.000000,0.026478,0.019717,0.000000,0.000000,0.003076,0.009626,0.000000,0.000000,0.001997,0.000000,0.010246,0.018318,0.000000,0.000000,0.051050,0.018668,0.000000,0.000000,0.028989,0.005323,0.006505,0.005537,0.000000,0.001293,0.017023,0.000000,0.012329,0.000000,0.003837,0.000532,0.023342,0.000000,0.000000,0.000000,0.000000,0.032846,0.015600,0.040756,0.007009,0.044325,0.043506,0.031086,0.000000,0.000000,0.017182,0.011628
2047.611710,0.000000,0.004872,0.031332,0.000000,0.002434,0.018337,0.007212,0.004539,0.005431,0.048713,0.000000,0.025664,0.023305,0.004641,0.018485,0.037983,0.045810,0.016712,0.044272,0.022088,0.038787,0.026370,0.011796,0.017711,0.015443,0.001371,0.033465,0.029620,0.000000,0.026864,0.025341,0.030049,0.029729,0.031889,0.040217,0.008885,0.010110,0.026413,0.028320,0.000000,0.031155,0.000000,0.001064,0.028780,0.020498,0.003547,0.019068,0.000000,0.016791,0.011964,0.030643,0.000000,0.024997,0.000000,0.020611,0.012616,0.000000,0.011574,0.035756,0.013359
2052.542373,0.018729,0.007284,0.008405,0.048664,0.015856,0.000000,0.000000,0.029687,0.017261,0.003814,0.000000,0.000000,0.010294,0.000000,0.049723,0.000000,0.005336,0.010578,0.020277,0.000000,0.009726,0.023774,0.002581,0.000000,0.036376,0.000000,0.011815,0.007369,0.025021,0.003700,0.040254,0.002674,0.024541,0.037384,0.000000,0.000000,0.019648,0.010004,0.020783,0.016256,0.006660,0.000884,0.000000,0.008421,0.017017,0.000000,0.049785,0.000816,0.018532,0.000000,0.030774,0.042564,0.010100,0.025358,0.037340,0.044346,0.026456,0.018116,0.047612,0.008769
2057.473035,0.003990,0.035682,0.007017,0.042920,0.035707,0.000000,0.000000,0.020875,0.000000,0.043408,0.000000,0.028948,0.003111,0.021801,0.067701,0.031219,0.004936,0.002523,0.034682,0.023245,0.000000,0.002570,0.001627,0.000000,0.011541,0.004114,0.006920,0.006873,0.000520,0.010726,0.000000,0.024462,0.032235,0.028786,0.046977,0.031154,0.000115,0.053344,0.030747,0.010305,0.044623,0.009631,0.010995,0.005441,0.024122,0.034874,0.000000,0.033294,0.000000,0.027364,0.023112,0.016328,0.031589,0.032411,0.043961,0.014117,0.000000,0.000000,0.037096,0.000000
2062.403698,0.000000,0.035370,0.000000,0.033166,0.000000,0.000000,0.000000,0.017358,0.007525,0.014435,0.001038,0.004085,0.000000,0.026780,0.004443,0.008522,0.028048,0.019218,0.022800,0.036755,0.011987,0.000000,0.001960,0.001290,0.002046,0.000000,0.000000,0.000000,0.047831,0.046124,0.026970,0.007097,0.019729,0.007763,0.006959,0.018368,0.026447,0.024160,0.027214,0.000000,0.004552,0.024184,0.035933,0.000000,0.000000,0.007481,0.000785,0.000000,0.021952,0.020977,0.026295,0.041019,0.021288,0.034963,0.010716,0.034738,0.024061,0.009353,0.028535,0.006386
2067.334361,0.000000,0.013126,0.000280,0.000000,0.004379,0.034104,0.000000,0.005104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007236,0.000000,0.008440,0.044288,0.019664,0.000000,0.029388,0.003196,0.000000,0.018231,0.033921,0.000000,0.034433,0.016385,0.044256,0.023550,0.029708,0.018304,0.039894,0.036863,0.027759,0.043234,0.000000,0.047686,0.000000,0.035938,0.000000,0.031186,0.010763,0.023868,0.002535,0.000000,0.039405,0.009482,0.000000,0.002088,0.000000,0.031399,0.000000,0.014920,0.021526,0.038736,0.000000,0.000000,0.033303,0.006464
